cpu_usage_x,mem_usage_x,net_in_rate_x,net_out_rate_x,disk_in_rate_x,disk_out_rate_x,cpu_usage_y,mem_usage_y,net_in_rate_y,net_out_rate_y,disk_in_rate_y,disk_out_rate_y,avg_lat
3.41,9.77,158.71,347.4,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.8656280206958397
3.41,9.77,158.63,347.48,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.8550596896722422
3.41,9.77,158.54,347.56,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9603802300189781
3.41,9.77,158.67,347.38,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.978527879962045
3.41,9.77,158.8,347.21,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.8934847609358579
3.4,9.77,158.93,347.03,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9617545561568973
3.4,9.77,159.06,346.85,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9987767487824657
3.4,9.77,159.19,346.67,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.7345817421821349
3.4,9.77,159.14,346.71,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9791484633420853
3.4,9.77,159.08,346.75,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9724681059165835
3.4,9.77,159.03,346.79,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.98,346.83,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.92,346.88,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,1.0
3.41,9.77,158.86,346.96,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,1.0
3.41,9.77,158.8,347.05,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,1.0
3.41,9.77,158.74,347.14,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,1.0
3.41,9.77,158.68,347.23,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9852281896705548
3.42,9.77,158.62,347.31,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9997480317493331
3.41,9.77,158.85,347.22,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9272593306043271
3.41,9.77,159.07,347.12,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9026142536009878
3.4,9.77,159.29,347.02,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.8416895821454417
3.39,9.77,159.52,346.92,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.9348922471727683
3.39,9.77,159.74,346.82,0.0,0.0,55.0,251.32,1000.0,1000.0,200.0,200.0,0.8285765918328089
3.39,9.77,159.46,346.92,0.0,0.0,55.0,250.57,1000.0,1000.0,200.0,200.0,0.9720092092787173
3.39,9.77,159.18,347.02,0.0,0.0,55.0,249.81,1000.0,1000.0,200.0,200.0,0.9215889307662105
3.39,9.77,158.9,347.12,0.0,0.0,55.0,249.06,1000.0,1000.0,200.0,200.0,0.8423362480324451
3.4,9.77,158.62,347.22,0.0,0.0,55.0,248.31,1000.0,1000.0,200.0,200.0,0.9674147225791423
3.4,9.77,158.34,347.33,0.0,0.0,55.0,247.56,1000.0,1000.0,200.0,200.0,0.938434704215376
3.4,9.77,158.41,347.34,0.0,0.0,55.0,247.38,1000.0,1000.0,200.0,200.0,0.8348827359344396
3.4,9.77,158.48,347.35,0.0,0.0,55.0,247.19,1000.0,1000.0,200.0,200.0,0.9899547935271317
3.4,9.77,158.55,347.37,0.0,0.0,55.0,247.01,1000.0,1000.0,200.0,200.0,0.8988420096991925
3.4,9.77,158.62,347.38,0.0,0.0,55.0,246.83,1000.0,1000.0,200.0,200.0,0.9663724114148574
3.4,9.77,158.69,347.4,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.784905461234969
3.4,9.77,158.74,347.28,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.928641976822559
3.4,9.77,158.78,347.17,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9950443201014683
3.39,9.77,158.83,347.05,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8427912324411169
3.39,9.77,158.88,346.93,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9314283601030555
3.39,9.77,158.93,346.81,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9673295938292754
3.39,9.77,158.95,346.85,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8539522500902823
