1706414707Connecting to host 11.11.11.16, port 5201
1706414708[  5] local 172.17.0.2 port 41796 connected to 11.11.11.16 port 5201
1706414709[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
1706417029[  5] 158.00-159.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417030[  5] 159.00-160.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417031[  5] 160.00-161.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417032[  5] 161.00-162.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417033[  5] 162.00-163.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417034[  5] 163.00-164.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417035[  5] 164.00-165.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417036[  5] 165.00-166.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417037[  5] 166.00-167.00 sec  77.4 MBytes   649 Mbits/sec    0    653 KBytes       
1706417038[  5] 167.00-168.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417039[  5] 168.00-169.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417040[  5] 169.00-170.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417041[  5] 170.00-171.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417042[  5] 171.00-172.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417043[  5] 172.00-173.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417044[  5] 173.00-174.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417045[  5] 174.00-175.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417046[  5] 175.00-176.00 sec  77.4 MBytes   649 Mbits/sec    0    653 KBytes       
1706417047[  5] 176.00-177.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417048[  5] 177.00-178.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417049[  5] 178.00-179.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417050[  5] 179.00-180.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417050- - - - - - - - - - - - - - - - - - - - - - - - -
1706417050[ ID] Interval           Transfer     Bitrate         Retr
1706417050[  5]   0.00-180.00 sec  13.6 GBytes   650 Mbits/sec  350             sender
1706417050[  5]   0.00-180.04 sec  13.6 GBytes   650 Mbits/sec                  receiver
1706417050
1706417050iperf Done.
1706417050Connecting to host 11.11.11.16, port 5201
1706417050[  5] local 172.17.0.2 port 52160 connected to 11.11.11.16 port 5201
1706417051[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
1706417051[  5]   0.00-1.00   sec  83.5 MBytes   700 Mbits/sec    0    221 KBytes       
1706417052[  5]   1.00-2.00   sec  83.4 MBytes   699 Mbits/sec    0    245 KBytes       
1706417053[  5]   2.00-3.00   sec  83.5 MBytes   700 Mbits/sec    0    245 KBytes       
1706417054[  5]   3.00-4.00   sec  83.4 MBytes   699 Mbits/sec    0    245 KBytes       
1706417055[  5]   4.00-5.00   sec  83.5 MBytes   700 Mbits/sec    0    245 KBytes       
1706417056[  5]   5.00-6.00   sec  83.4 MBytes   699 Mbits/sec    0    245 KBytes       
1706417057[  5]   6.00-7.00   sec  83.5 MBytes   700 Mbits/sec    0    245 KBytes       
1706417058[  5]   7.00-8.00   sec  83.5 MBytes   700 Mbits/sec    0    245 KBytes       
1706417059[  5]   8.00-9.00   sec  83.4 MBytes   699 Mbits/sec    0    245 KBytes       
1706417060[  5]   9.00-10.00  sec  83.5 MBytes   700 Mbits/sec    0    245 KBytes       
1706417061[  5]  10.00-11.00  sec  83.4 MBytes   699 Mbits/sec    0    245 KBytes       
1706417062[  5]  11.00-12.00  sec  83.5 MBytes   700 Mbits/sec    0    245 KBytes       
1706417063[  5]  12.00-13.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417064[  5]  13.00-14.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417065[  5]  14.00-15.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417066[  5]  15.00-16.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417067[  5]  16.00-17.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417068[  5]  17.00-18.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417069[  5]  18.00-19.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417070[  5]  19.00-20.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417071[  5]  20.00-21.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417072[  5]  21.00-22.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417073[  5]  22.00-23.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417074[  5]  23.00-24.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417075[  5]  24.00-25.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417076[  5]  25.00-26.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417077[  5]  26.00-27.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417078[  5]  27.00-28.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417079[  5]  28.00-29.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417080[  5]  29.00-30.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417081[  5]  30.00-31.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417082[  5]  31.00-32.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417083[  5]  32.00-33.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417084[  5]  33.00-34.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417085[  5]  34.00-35.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417086[  5]  35.00-36.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417087[  5]  36.00-37.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417088[  5]  37.00-38.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417089[  5]  38.00-39.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417090[  5]  39.00-40.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417091[  5]  40.00-41.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417092[  5]  41.00-42.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417093[  5]  42.00-43.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417094[  5]  43.00-44.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417095[  5]  44.00-45.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417096[  5]  45.00-46.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417097[  5]  46.00-47.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417098[  5]  47.00-48.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417099[  5]  48.00-49.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417100[  5]  49.00-50.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417101[  5]  50.00-51.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417102[  5]  51.00-52.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417103[  5]  52.00-53.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417104[  5]  53.00-54.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417105[  5]  54.00-55.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417106[  5]  55.00-56.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417107[  5]  56.00-57.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417108[  5]  57.00-58.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417109[  5]  58.00-59.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417110[  5]  59.00-60.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417111[  5]  60.00-61.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417112[  5]  61.00-62.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417113[  5]  62.00-63.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417114[  5]  63.00-64.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417115[  5]  64.00-65.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417116[  5]  65.00-66.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417117[  5]  66.00-67.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417118[  5]  67.00-68.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417119[  5]  68.00-69.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417120[  5]  69.00-70.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417121[  5]  70.00-71.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417122[  5]  71.00-72.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417123[  5]  72.00-73.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417124[  5]  73.00-74.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417125[  5]  74.00-75.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417126[  5]  75.00-76.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417127[  5]  76.00-77.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417128[  5]  77.00-78.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417129[  5]  78.00-79.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417130[  5]  79.00-80.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417131[  5]  80.00-81.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417132[  5]  81.00-82.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417133[  5]  82.00-83.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417134[  5]  83.00-84.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417135[  5]  84.00-85.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417136[  5]  85.00-86.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417137[  5]  86.00-87.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417138[  5]  87.00-88.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417139[  5]  88.00-89.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417140[  5]  89.00-90.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417141[  5]  90.00-91.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417142[  5]  91.00-92.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417143[  5]  92.00-93.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417144[  5]  93.00-94.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417145[  5]  94.00-95.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417146[  5]  95.00-96.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417147[  5]  96.00-97.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417148[  5]  97.00-98.00  sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417149[  5]  98.00-99.00  sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417150[  5]  99.00-100.00 sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417151[  5] 100.00-101.00 sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417152[  5] 101.00-102.00 sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417153[  5] 102.00-103.00 sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417154[  5] 103.00-104.00 sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417155[  5] 104.00-105.00 sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417156[  5] 105.00-106.00 sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417157[  5] 106.00-107.00 sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417158[  5] 107.00-108.00 sec  83.5 MBytes   700 Mbits/sec    0    673 KBytes       
1706417159[  5] 108.00-109.00 sec  83.4 MBytes   699 Mbits/sec    0    673 KBytes       
1706417160[  5] 109.00-110.00 sec  83.5 MBytes   700 Mbits/sec   37    471 KBytes       
1706417161[  5] 110.00-111.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417162[  5] 111.00-112.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417163[  5] 112.00-113.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417164[  5] 113.00-114.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417165[  5] 114.00-115.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417166[  5] 115.00-116.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417167[  5] 116.00-117.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417168[  5] 117.00-118.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417169[  5] 118.00-119.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417170[  5] 119.00-120.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417171[  5] 120.00-121.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417172[  5] 121.00-122.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417173[  5] 122.00-123.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417174[  5] 123.00-124.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417175[  5] 124.00-125.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417176[  5] 125.00-126.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417177[  5] 126.00-127.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417178[  5] 127.00-128.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417179[  5] 128.00-129.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417180[  5] 129.00-130.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417181[  5] 130.00-131.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417182[  5] 131.00-132.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417183[  5] 132.00-133.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417184[  5] 133.00-134.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417185[  5] 134.00-135.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417186[  5] 135.00-136.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417187[  5] 136.00-137.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417188[  5] 137.00-138.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417189[  5] 138.00-139.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417190[  5] 139.00-140.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417191[  5] 140.00-141.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417192[  5] 141.00-142.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417193[  5] 142.00-143.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417194[  5] 143.00-144.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417195[  5] 144.00-145.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417196[  5] 145.00-146.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417197[  5] 146.00-147.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417198[  5] 147.00-148.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417199[  5] 148.00-149.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417200[  5] 149.00-150.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417201[  5] 150.00-151.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417202[  5] 151.00-152.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417203[  5] 152.00-153.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417204[  5] 153.00-154.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417205[  5] 154.00-155.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417206[  5] 155.00-156.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417207[  5] 156.00-157.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417208[  5] 157.00-158.00 sec  83.4 MBytes   699 Mbits/sec    0    471 KBytes       
1706417209[  5] 158.00-159.00 sec  83.5 MBytes   700 Mbits/sec    0    471 KBytes       
1706417210[  5] 159.00-160.00 sec  83.5 MBytes   700 Mbits/sec   29    329 KBytes       
1706417211[  5] 160.00-161.00 sec  83.4 MBytes   699 Mbits/sec    0    329 KBytes       
1706417212[  5] 161.00-162.00 sec  83.5 MBytes   700 Mbits/sec    0    329 KBytes       
1706417213[  5] 162.00-163.00 sec  83.4 MBytes   699 Mbits/sec    0    329 KBytes       
1706417214[  5] 163.00-164.00 sec  83.5 MBytes   700 Mbits/sec    0    329 KBytes       
1706417215[  5] 164.00-165.00 sec  83.4 MBytes   699 Mbits/sec    0    329 KBytes       
1706417216[  5] 165.00-166.00 sec  83.5 MBytes   700 Mbits/sec    0    329 KBytes       
1706417217[  5] 166.00-167.00 sec  83.5 MBytes   700 Mbits/sec    0    329 KBytes       
1706417218[  5] 167.00-168.00 sec  83.4 MBytes   699 Mbits/sec    0    329 KBytes       
1706417219[  5] 168.00-169.00 sec  83.5 MBytes   700 Mbits/sec    0    329 KBytes       
1706417220[  5] 169.00-170.00 sec  83.4 MBytes   699 Mbits/sec    0    329 KBytes       
1706417221[  5] 170.00-171.00 sec  83.5 MBytes   700 Mbits/sec    0    329 KBytes       
1706417222[  5] 171.00-172.00 sec  83.4 MBytes   699 Mbits/sec    0    329 KBytes       
1706417223[  5] 172.00-173.00 sec  83.5 MBytes   700 Mbits/sec    0    329 KBytes       
1706417224[  5] 173.00-174.00 sec  83.5 MBytes   700 Mbits/sec    0    329 KBytes       
1706417225[  5] 174.00-175.00 sec  83.4 MBytes   699 Mbits/sec    0    329 KBytes       
1706417226[  5] 175.00-176.00 sec  83.5 MBytes   700 Mbits/sec    0    329 KBytes       
1706417227[  5] 176.00-177.00 sec  83.4 MBytes   699 Mbits/sec    0    329 KBytes       
1706417228[  5] 177.00-178.00 sec  83.5 MBytes   700 Mbits/sec    0    329 KBytes       
1706417229[  5] 178.00-179.00 sec  83.4 MBytes   699 Mbits/sec    0    329 KBytes       
1706417230[  5] 179.00-180.00 sec  83.5 MBytes   700 Mbits/sec    0    329 KBytes       
1706417230- - - - - - - - - - - - - - - - - - - - - - - - -
1706417230[ ID] Interval           Transfer     Bitrate         Retr
1706417230[  5]   0.00-180.00 sec  14.7 GBytes   700 Mbits/sec   66             sender
1706417230[  5]   0.00-180.04 sec  14.7 GBytes   700 Mbits/sec                  receiver
1706417230
1706417230iperf Done.
1706417230Connecting to host 11.11.11.16, port 5201
1706417230[  5] local 172.17.0.2 port 33826 connected to 11.11.11.16 port 5201
1706417231[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
1706417231[  5]   0.00-1.00   sec  89.4 MBytes   750 Mbits/sec    0    287 KBytes       
1706417232[  5]   1.00-2.00   sec  89.4 MBytes   750 Mbits/sec    0    334 KBytes       
1706417233[  5]   2.00-3.00   sec  89.5 MBytes   751 Mbits/sec    0    334 KBytes       
1706417234[  5]   3.00-4.00   sec  89.4 MBytes   750 Mbits/sec    0    334 KBytes       
1706417235[  5]   4.00-5.00   sec  89.4 MBytes   750 Mbits/sec    0    351 KBytes       
1706417236[  5]   5.00-6.00   sec  89.5 MBytes   751 Mbits/sec    0    351 KBytes       
1706417237[  5]   6.00-7.00   sec  89.4 MBytes   750 Mbits/sec    0    351 KBytes       
1706417238[  5]   7.00-8.00   sec  89.4 MBytes   750 Mbits/sec    0    351 KBytes       
