1706414707Connecting to host 11.11.11.16, port 5201
1706414708[  5] local 172.17.0.2 port 41796 connected to 11.11.11.16 port 5201
1706414709[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
1706416751[  5]  60.00-61.00  sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416752[  5]  61.00-62.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416753[  5]  62.00-63.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416754[  5]  63.00-64.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416755[  5]  64.00-65.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416756[  5]  65.00-66.00  sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416757[  5]  66.00-67.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416758[  5]  67.00-68.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416759[  5]  68.00-69.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416760[  5]  69.00-70.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416761[  5]  70.00-71.00  sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416762[  5]  71.00-72.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416763[  5]  72.00-73.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416764[  5]  73.00-74.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416765[  5]  74.00-75.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416766[  5]  75.00-76.00  sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416767[  5]  76.00-77.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416768[  5]  77.00-78.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416769[  5]  78.00-79.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416770[  5]  79.00-80.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416771[  5]  80.00-81.00  sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416772[  5]  81.00-82.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416773[  5]  82.00-83.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416774[  5]  83.00-84.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416775[  5]  84.00-85.00  sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416776[  5]  85.00-86.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416777[  5]  86.00-87.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416778[  5]  87.00-88.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416779[  5]  88.00-89.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416780[  5]  89.00-90.00  sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416781[  5]  90.00-91.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416782[  5]  91.00-92.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416783[  5]  92.00-93.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416784[  5]  93.00-94.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416785[  5]  94.00-95.00  sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416786[  5]  95.00-96.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416787[  5]  96.00-97.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416788[  5]  97.00-98.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416789[  5]  98.00-99.00  sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416790[  5]  99.00-100.00 sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416791[  5] 100.00-101.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416792[  5] 101.00-102.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416793[  5] 102.00-103.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416794[  5] 103.00-104.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416795[  5] 104.00-105.00 sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416796[  5] 105.00-106.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416797[  5] 106.00-107.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416798[  5] 107.00-108.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416799[  5] 108.00-109.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416800[  5] 109.00-110.00 sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416801[  5] 110.00-111.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416802[  5] 111.00-112.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416803[  5] 112.00-113.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416804[  5] 113.00-114.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416805[  5] 114.00-115.00 sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416806[  5] 115.00-116.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416807[  5] 116.00-117.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416808[  5] 117.00-118.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416809[  5] 118.00-119.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416810[  5] 119.00-120.00 sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416811[  5] 120.00-121.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416812[  5] 121.00-122.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416813[  5] 122.00-123.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416814[  5] 123.00-124.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416815[  5] 124.00-125.00 sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416816[  5] 125.00-126.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416817[  5] 126.00-127.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416818[  5] 127.00-128.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416819[  5] 128.00-129.00 sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416820[  5] 129.00-130.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416821[  5] 130.00-131.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416822[  5] 131.00-132.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416823[  5] 132.00-133.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416824[  5] 133.00-134.00 sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416825[  5] 134.00-135.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416826[  5] 135.00-136.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416827[  5] 136.00-137.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416828[  5] 137.00-138.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416829[  5] 138.00-139.00 sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416830[  5] 139.00-140.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416831[  5] 140.00-141.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416832[  5] 141.00-142.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416833[  5] 142.00-143.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416834[  5] 143.00-144.00 sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416835[  5] 144.00-145.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416836[  5] 145.00-146.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416837[  5] 146.00-147.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416838[  5] 147.00-148.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416839[  5] 148.00-149.00 sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416840[  5] 149.00-150.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416841[  5] 150.00-151.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416842[  5] 151.00-152.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416843[  5] 152.00-153.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416844[  5] 153.00-154.00 sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416845[  5] 154.00-155.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416846[  5] 155.00-156.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416847[  5] 156.00-157.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416848[  5] 157.00-158.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416849[  5] 158.00-159.00 sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416850[  5] 159.00-160.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416851[  5] 160.00-161.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416852[  5] 161.00-162.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416853[  5] 162.00-163.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416854[  5] 163.00-164.00 sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416855[  5] 164.00-165.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416856[  5] 165.00-166.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416857[  5] 166.00-167.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416858[  5] 167.00-168.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416859[  5] 168.00-169.00 sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416860[  5] 169.00-170.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416861[  5] 170.00-171.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416862[  5] 171.00-172.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416863[  5] 172.00-173.00 sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416864[  5] 173.00-174.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416865[  5] 174.00-175.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416866[  5] 175.00-176.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416867[  5] 176.00-177.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416868[  5] 177.00-178.00 sec  71.6 MBytes   601 Mbits/sec    0    474 KBytes       
1706416869[  5] 178.00-179.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416870[  5] 179.00-180.00 sec  71.5 MBytes   600 Mbits/sec    0    474 KBytes       
1706416870- - - - - - - - - - - - - - - - - - - - - - - - -
1706416870[ ID] Interval           Transfer     Bitrate         Retr
1706416870[  5]   0.00-180.00 sec  12.6 GBytes   600 Mbits/sec    0             sender
1706416870[  5]   0.00-180.04 sec  12.6 GBytes   600 Mbits/sec                  receiver
1706416870
1706416870iperf Done.
1706416870Connecting to host 11.11.11.16, port 5201
1706416870[  5] local 172.17.0.2 port 36470 connected to 11.11.11.16 port 5201
1706416871[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
1706416871[  5]   0.00-1.00   sec  77.5 MBytes   650 Mbits/sec    0    226 KBytes       
1706416872[  5]   1.00-2.00   sec  77.5 MBytes   650 Mbits/sec    0    226 KBytes       
1706416873[  5]   2.00-3.00   sec  77.5 MBytes   650 Mbits/sec    0    226 KBytes       
1706416874[  5]   3.00-4.00   sec  77.5 MBytes   650 Mbits/sec    0    226 KBytes       
1706416875[  5]   4.00-5.00   sec  77.5 MBytes   650 Mbits/sec    0    226 KBytes       
1706416876[  5]   5.00-6.00   sec  77.4 MBytes   649 Mbits/sec    0    250 KBytes       
1706416877[  5]   6.00-7.00   sec  77.5 MBytes   650 Mbits/sec    0    250 KBytes       
1706416878[  5]   7.00-8.00   sec  77.5 MBytes   650 Mbits/sec    0    250 KBytes       
1706416879[  5]   8.00-9.00   sec  77.5 MBytes   650 Mbits/sec    0    318 KBytes       
1706416880[  5]   9.00-10.00  sec  77.5 MBytes   650 Mbits/sec    0    318 KBytes       
1706416881[  5]  10.00-11.00  sec  77.5 MBytes   650 Mbits/sec    0    318 KBytes       
1706416882[  5]  11.00-12.00  sec  77.5 MBytes   650 Mbits/sec    0    318 KBytes       
1706416883[  5]  12.00-13.00  sec  77.5 MBytes   650 Mbits/sec    0    318 KBytes       
1706416884[  5]  13.00-14.00  sec  77.5 MBytes   650 Mbits/sec    0    318 KBytes       
1706416885[  5]  14.00-15.00  sec  77.4 MBytes   649 Mbits/sec    0    318 KBytes       
1706416886[  5]  15.00-16.00  sec  77.5 MBytes   650 Mbits/sec    0    318 KBytes       
1706416887[  5]  16.00-17.00  sec  77.5 MBytes   650 Mbits/sec    0    318 KBytes       
1706416888[  5]  17.00-18.00  sec  77.5 MBytes   650 Mbits/sec    0    318 KBytes       
1706416889[  5]  18.00-19.00  sec  77.5 MBytes   650 Mbits/sec    0    318 KBytes       
1706416890[  5]  19.00-20.00  sec  77.5 MBytes   650 Mbits/sec    0    318 KBytes       
1706416891[  5]  20.00-21.00  sec  77.5 MBytes   650 Mbits/sec    0    318 KBytes       
1706416892[  5]  21.00-22.00  sec  77.5 MBytes   650 Mbits/sec    0    318 KBytes       
1706416893[  5]  22.00-23.00  sec  77.5 MBytes   650 Mbits/sec    0    318 KBytes       
1706416894[  5]  23.00-24.00  sec  77.4 MBytes   649 Mbits/sec    0    318 KBytes       
1706416895[  5]  24.00-25.00  sec  77.5 MBytes   650 Mbits/sec    0    318 KBytes       
1706416896[  5]  25.00-26.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416897[  5]  26.00-27.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416898[  5]  27.00-28.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416899[  5]  28.00-29.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416900[  5]  29.00-30.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416901[  5]  30.00-31.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416902[  5]  31.00-32.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416903[  5]  32.00-33.00  sec  77.4 MBytes   649 Mbits/sec    0    359 KBytes       
1706416904[  5]  33.00-34.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416905[  5]  34.00-35.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416906[  5]  35.00-36.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416907[  5]  36.00-37.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416908[  5]  37.00-38.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416909[  5]  38.00-39.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416910[  5]  39.00-40.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416911[  5]  40.00-41.00  sec  77.4 MBytes   649 Mbits/sec    0    359 KBytes       
1706416912[  5]  41.00-42.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416913[  5]  42.00-43.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416914[  5]  43.00-44.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416915[  5]  44.00-45.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416916[  5]  45.00-46.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416917[  5]  46.00-47.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416918[  5]  47.00-48.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416919[  5]  48.00-49.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416920[  5]  49.00-50.00  sec  77.4 MBytes   649 Mbits/sec    0    359 KBytes       
1706416921[  5]  50.00-51.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416922[  5]  51.00-52.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416923[  5]  52.00-53.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416924[  5]  53.00-54.00  sec  77.5 MBytes   650 Mbits/sec    0    359 KBytes       
1706416925[  5]  54.00-55.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416926[  5]  55.00-56.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416927[  5]  56.00-57.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416928[  5]  57.00-58.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416929[  5]  58.00-59.00  sec  77.4 MBytes   649 Mbits/sec    0    557 KBytes       
1706416930[  5]  59.00-60.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416931[  5]  60.00-61.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416932[  5]  61.00-62.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416933[  5]  62.00-63.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416934[  5]  63.00-64.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416935[  5]  64.00-65.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416936[  5]  65.00-66.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416937[  5]  66.00-67.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416938[  5]  67.00-68.00  sec  77.4 MBytes   649 Mbits/sec    0    557 KBytes       
1706416939[  5]  68.00-69.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416940[  5]  69.00-70.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416941[  5]  70.00-71.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416942[  5]  71.00-72.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416943[  5]  72.00-73.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416944[  5]  73.00-74.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416945[  5]  74.00-75.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416946[  5]  75.00-76.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416947[  5]  76.00-77.00  sec  77.4 MBytes   649 Mbits/sec    0    557 KBytes       
1706416948[  5]  77.00-78.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416949[  5]  78.00-79.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416950[  5]  79.00-80.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416951[  5]  80.00-81.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416952[  5]  81.00-82.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416953[  5]  82.00-83.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416954[  5]  83.00-84.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416955[  5]  84.00-85.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416956[  5]  85.00-86.00  sec  77.4 MBytes   649 Mbits/sec    0    557 KBytes       
1706416957[  5]  86.00-87.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416958[  5]  87.00-88.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416959[  5]  88.00-89.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416960[  5]  89.00-90.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416961[  5]  90.00-91.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416962[  5]  91.00-92.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416963[  5]  92.00-93.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416964[  5]  93.00-94.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416965[  5]  94.00-95.00  sec  77.4 MBytes   649 Mbits/sec    0    557 KBytes       
1706416966[  5]  95.00-96.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416967[  5]  96.00-97.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416968[  5]  97.00-98.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416969[  5]  98.00-99.00  sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416970[  5]  99.00-100.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416971[  5] 100.00-101.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416972[  5] 101.00-102.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416973[  5] 102.00-103.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416974[  5] 103.00-104.00 sec  77.4 MBytes   649 Mbits/sec    0    557 KBytes       
1706416975[  5] 104.00-105.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416976[  5] 105.00-106.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416977[  5] 106.00-107.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416978[  5] 107.00-108.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416979[  5] 108.00-109.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416980[  5] 109.00-110.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416981[  5] 110.00-111.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416982[  5] 111.00-112.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416983[  5] 112.00-113.00 sec  77.4 MBytes   649 Mbits/sec    0    557 KBytes       
1706416984[  5] 113.00-114.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416985[  5] 114.00-115.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416986[  5] 115.00-116.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416987[  5] 116.00-117.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416988[  5] 117.00-118.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416989[  5] 118.00-119.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416990[  5] 119.00-120.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416991[  5] 120.00-121.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416992[  5] 121.00-122.00 sec  77.4 MBytes   649 Mbits/sec    0    557 KBytes       
1706416993[  5] 122.00-123.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416994[  5] 123.00-124.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416995[  5] 124.00-125.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416996[  5] 125.00-126.00 sec  77.5 MBytes   650 Mbits/sec    0    557 KBytes       
1706416997[  5] 126.00-127.00 sec  77.5 MBytes   650 Mbits/sec    0    846 KBytes       
1706416998[  5] 127.00-128.00 sec  77.5 MBytes   650 Mbits/sec  350    653 KBytes       
1706416999[  5] 128.00-129.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417000[  5] 129.00-130.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417001[  5] 130.00-131.00 sec  77.4 MBytes   649 Mbits/sec    0    653 KBytes       
1706417002[  5] 131.00-132.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417003[  5] 132.00-133.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417004[  5] 133.00-134.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417005[  5] 134.00-135.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417006[  5] 135.00-136.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417007[  5] 136.00-137.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417008[  5] 137.00-138.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417009[  5] 138.00-139.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417010[  5] 139.00-140.00 sec  77.4 MBytes   649 Mbits/sec    0    653 KBytes       
1706417011[  5] 140.00-141.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417012[  5] 141.00-142.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417013[  5] 142.00-143.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417014[  5] 143.00-144.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417015[  5] 144.00-145.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417016[  5] 145.00-146.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417017[  5] 146.00-147.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417018[  5] 147.00-148.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417019[  5] 148.00-149.00 sec  77.4 MBytes   649 Mbits/sec    0    653 KBytes       
1706417020[  5] 149.00-150.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417021[  5] 150.00-151.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417022[  5] 151.00-152.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417023[  5] 152.00-153.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417024[  5] 153.00-154.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417025[  5] 154.00-155.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417026[  5] 155.00-156.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417027[  5] 156.00-157.00 sec  77.5 MBytes   650 Mbits/sec    0    653 KBytes       
1706417028[  5] 157.00-158.00 sec  77.4 MBytes   649 Mbits/sec    0    653 KBytes       
